customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
48e18dbd-9ac6-47c9-a35d-f29c57f214f8,50,13,8373.35,3,4,4,344,High Value / Loyal
4912f603-52ee-4624-9e4e-09e2af83c536,135,4,2961.62,2,2,2,222,Low Engagement
492d9c3b-1ac8-4e9d-952c-74540e3fadbe,92,13,12089.42,2,4,4,244,At Risk
493a6ff5-2f32-4422-8456-bc508f437440,171,3,2685.36,2,1,2,212,Low Engagement
493e6d34-3066-460e-99e4-6ac16a500c13,70,10,10401.43,3,3,4,334,High Value / Loyal
494cab2d-0f53-4c08-9f05-69f4cf181120,301,9,6126.62,1,3,3,133,At Risk
4958c3f4-a361-467e-abf3-8240fb3b0e61,209,10,116546.58,1,3,4,134,At Risk
4960174a-3ac8-4a98-8466-c731462479e5,122,13,9575.6,2,4,4,244,At Risk
49618fb5-ba4a-4e3f-b1e1-01b36239bd6c,228,7,6183.64,1,3,3,133,At Risk
49765eed-dc51-4b30-b512-699d06a87c18,69,1,912.55,3,1,1,311,New / Promising
497ecab1-894c-4d28-b797-d50dac4cf8b1,51,9,10390.16,3,3,4,334,High Value / Loyal
4987fb14-4788-40af-b808-d51b7c5f83c4,99,7,4470.49,2,3,2,232,At Risk
498e0d46-8130-46e4-b997-cf74a400dcd1,37,9,7235.47,4,3,3,433,High Value / Loyal
4990193e-6429-4479-bf56-8489dcba9deb,17,15,14919.1,4,4,4,444,High Value / Loyal
49922ff3-e0db-433e-9a60-eb1657d3b03d,23,5,4079.82,4,2,2,422,New / Promising
49b0a965-4db2-4189-9abb-fe0976703263,427,4,1469.94,1,2,1,121,Low Engagement
49b39e37-ee45-4dbf-a8cf-25fa86a2e1af,644,1,734.01,1,1,1,111,Low Engagement
49b917bf-7a76-4452-89d2-7b16cc0224c8,15,8,9091.03,4,3,4,434,High Value / Loyal
49bbeaa7-b883-45e7-b950-0e36daff8dde,286,1,153.27,1,1,1,111,Low Engagement
49bc9e53-e6ed-4d7a-99fd-9a0d6c21787e,191,1,355.82,1,1,1,111,Low Engagement
49be3b95-f4d3-4fc2-a562-fef2f9d31426,7,5,4306.4,4,2,2,422,New / Promising
49c84e8f-130a-414c-a957-b6ddce147eb8,76,14,5884.53,3,4,3,343,High Value / Loyal
4a1e278e-b844-4c0a-b20a-523dac758580,68,2,1578.85,3,1,1,311,New / Promising
4a331600-2a0c-47c1-a81e-01eb7ab3271f,28,4,2459.03,4,2,2,422,New / Promising
4a361473-ea59-4a96-9464-f4a1bd21d2b0,243,10,15132.12,1,3,4,134,At Risk
4a4ecccd-2d31-41cb-91bc-c726ddb690c1,453,5,4449.69,1,2,2,122,Low Engagement
4a5919c0-1a7a-440a-b6b0-b7aa0a589e5b,169,1,1137.65,2,1,1,211,Low Engagement
4a6ae571-8382-44f1-92cc-52fc18dbe74c,62,2,1199.46,3,1,1,311,New / Promising
4a6d3662-b373-455f-8d64-2df261535232,62,5,4768.28,3,2,3,323,New / Promising
4a81f4a5-b872-42a2-ae92-1f560de696ad,274,7,7920.09,1,3,3,133,At Risk
4a86b1ad-8c54-45c7-ae54-6ee8a276ab0c,213,15,12280.32,1,4,4,144,At Risk
4a86e5ea-71af-4035-bf35-0a569836f47b,102,5,8979.99,2,2,4,224,Low Engagement
4a8de0e0-09d8-4ba3-82ab-920ab7996b33,76,12,7641.41,3,4,3,343,High Value / Loyal
4a9446f8-fb50-481b-8c04-eba3203101c5,86,10,9159.96,3,3,4,334,High Value / Loyal
4aa4f970-3bda-4704-9a0b-737bb2045dd6,25,12,8726.13,4,4,4,444,High Value / Loyal
4aaf5007-d17e-4a8d-9e9a-cdaadbb79580,124,6,4072.92,2,2,2,222,Low Engagement
4ab753f5-3dd0-4d9c-9048-18066da28786,252,9,5402.77,1,3,3,133,At Risk
4ac913b6-9eb4-4d5a-b1fa-ac0ae2142491,180,8,17756.66,2,3,4,234,At Risk
4accc613-fb41-4dbd-ae53-7c4e93c7a2cc,72,22,11732.26,3,4,4,344,High Value / Loyal
4adddcfd-eaa2-40d2-9c6e-0990f371a674,91,6,3755.22,2,2,2,222,Low Engagement
4aed816b-6b6e-4a20-8279-67f946dd0ee4,254,10,6765.9,1,3,3,133,At Risk
4af66e9d-3d51-4204-a46b-e3050ee2a647,1,10,7928.07,4,3,3,433,High Value / Loyal
4b0280bd-65d5-454c-9a06-51855ae3509d,38,14,6269.02,4,4,3,443,High Value / Loyal
4b14881c-f707-4598-96d7-827b19d3087f,7,2,477.5,4,1,1,411,New / Promising
4b162f5e-786a-4148-83a1-780aaebf69d2,39,3,1529.11,4,1,1,411,New / Promising
4b1a354e-6624-4e16-be4f-8384c820e72a,171,14,7398.29,2,4,3,243,At Risk
4b400c06-67c0-4426-af64-b926da96150a,12,1,294.12,4,1,1,411,New / Promising
4b4367cf-f703-474c-a898-a26ef8dfbd8b,150,8,6491.62,2,3,3,233,At Risk
4b473af3-ce9b-47c4-8c54-df9e6504d779,85,2,1472.34,3,1,1,311,New / Promising
4b75145a-ee04-4f0c-907b-27bc75b6d7ee,58,6,5191.77,3,2,3,323,New / Promising
4b7c9b4f-abd7-41d1-818d-be1cda7314b3,132,21,13585.64,2,4,4,244,At Risk
4ba08613-973d-40b1-b040-f59a9a7a3bf9,155,4,2535.2,2,2,2,222,Low Engagement
4ba844c2-b56d-4403-9588-596cbd4c3784,25,4,2589.65,4,2,2,422,New / Promising
4badee81-6f4d-40b0-806b-f983d533632b,90,10,5299.6,2,3,3,233,At Risk
4bb95868-e220-480a-aa16-79ec6773cf14,59,18,8537.72,3,4,4,344,High Value / Loyal
4bc04a03-b971-4412-8ac3-0b59ef95680d,84,2,2633.08,3,1,2,312,New / Promising
4bcbe69f-d9ca-45a1-b527-2dafadb3c526,186,4,4842.21,1,2,3,123,Low Engagement
4bdd0a30-bf51-4cb4-b5e6-26554272d886,582,2,4057.96,1,1,2,112,Low Engagement
4be3de17-b5d4-476d-885a-19f6d30ea3a7,72,13,11490.22,3,4,4,344,High Value / Loyal
4bef1299-9c11-4621-9779-74f59b28f177,212,2,1416.2,1,1,1,111,Low Engagement
4bf3693e-2dd3-4dcc-a356-8445f17f19e5,134,3,7273.4,2,1,3,213,Low Engagement
4c1151bd-e057-4ad3-ae07-ec79a8da8658,58,3,704.9,3,1,1,311,New / Promising
4c30e132-0704-4459-a509-9eddde934977,70,3,3565.72,3,1,2,312,New / Promising
4c31b1ac-a38c-4579-a71e-b96b60fc3cb9,59,4,11453.78,3,2,4,324,New / Promising
4c385cb8-cc84-4911-aa22-5f6c1ffd3560,56,10,9121.3,3,3,4,334,High Value / Loyal
4c487614-4d80-4896-8b79-bef2e8d855f5,63,10,8990.14,3,3,4,334,High Value / Loyal
4c607ab5-997b-4c78-bdd5-26b275c32669,61,1,687.34,3,1,1,311,New / Promising
4c75ba96-b46b-40d9-8b96-e16a7a655277,201,3,965.46,1,1,1,111,Low Engagement
4c857e18-6fd2-4b98-b8f1-593dfcf40207,36,8,5402.41,4,3,3,433,High Value / Loyal
4c8ac31d-14e7-4821-b728-b90a2b9a29fe,36,15,15561.55,4,4,4,444,High Value / Loyal
4c9aeaa5-7ef3-42e3-8c22-6861931db527,67,1,464.32,3,1,1,311,New / Promising
4ca54899-83ef-47e4-a042-2ea6a126beed,1,14,26496.76,4,4,4,444,High Value / Loyal
4ccb8bb0-5849-4492-b779-a1dc31f64f6d,103,10,12072.74,2,3,4,234,At Risk
4cda8f56-fc94-4dd5-9515-6327984091f1,32,1,604.57,4,1,1,411,New / Promising
4cdd84f0-f5fd-4e7c-98b2-d5e69567817f,525,5,2098.06,1,2,2,122,Low Engagement
4cddf161-6221-4c9b-bb9a-45e7a7793a85,54,5,1045.9,3,2,1,321,New / Promising
4cebc20e-4489-46c9-ad4c-342cafbe24b1,46,15,12092.2,4,4,4,444,High Value / Loyal
4d20744d-2eb1-4faf-8c50-146062a8159e,100,10,8541.13,2,3,4,234,At Risk
4d20e4da-c326-456f-8f6e-9f6bad60496c,57,7,5578.93,3,3,3,333,High Value / Loyal
4d279cbf-3be8-4b04-87be-0a55082ff478,19,8,3043.46,4,3,2,432,Low Engagement
4d29e06f-d910-4c0c-95a9-a1e8d51460c4,18,10,5887.7,4,3,3,433,High Value / Loyal
4d2b1832-23ce-45c5-8bf2-645bc5a87a58,55,9,6622.84,3,3,3,333,High Value / Loyal
4d35b859-7e32-44ea-a3ec-90e22d9caffb,54,3,1207.53,3,1,1,311,New / Promising
4d3d7360-ab0a-4bdb-89d3-a2c7254c6ca8,578,3,792.4,1,1,1,111,Low Engagement
4d3eb4cf-ec9d-4fb2-aff4-8bcd5a77996f,18,5,2340.62,4,2,2,422,New / Promising
4d5dca2e-7c27-40d4-8fcc-a11aa8691bb6,58,9,9583.99,3,3,4,334,High Value / Loyal
4d5f50ea-97f8-4093-b25e-623b6b7748c4,37,6,2827.88,4,2,2,422,New / Promising
4d6cd11b-95e0-40e8-9462-64569987698b,342,2,260.2,1,1,1,111,Low Engagement
4d757ca7-7eff-4db8-a861-f7446cda908a,94,14,15715.18,2,4,4,244,At Risk
4d7ec31a-01b5-435a-8ae7-480767ac8012,467,11,4872.91,1,4,3,143,At Risk
4d8542f0-7633-4e68-b828-81ae179072ad,392,4,4439.95,1,2,2,122,Low Engagement
4d891ea2-1d16-4cea-9876-98080c05c4a5,620,2,1193.95,1,1,1,111,Low Engagement
4d8d3661-c673-4d0d-9ba2-483b035e6f38,65,17,11402.97,3,4,4,344,High Value / Loyal
4db16331-1af2-42aa-a573-7475de597f17,58,15,8531.72,3,4,4,344,High Value / Loyal
4dbb831c-5969-4985-b16f-c3ff5d13fa53,79,12,6772.26,3,4,3,343,High Value / Loyal
4dc138b9-ea9b-4ee1-9805-4d75c34416e4,63,3,956.54,3,1,1,311,New / Promising
4dc60f56-0e6f-4b90-9df6-db7f09de8024,56,14,11635.19,3,4,4,344,High Value / Loyal
4deb2f9b-ffb0-415a-b620-cbd8d467ebd1,96,14,11109.69,2,4,4,244,At Risk
4def30ba-37d0-4284-8c28-6bd29bf4f6ec,19,3,1886.62,4,1,1,411,New / Promising
4df0fef7-baf6-4d8e-808c-0abaee321224,14,2,3230.37,4,1,2,412,New / Promising
4df7dfab-6945-4aa3-b92d-6fa561c1f057,757,4,3411.49,1,2,2,122,Low Engagement
4e14b4df-95e0-4c03-965f-cb5e50dbe1ad,19,11,9863.71,4,4,4,444,High Value / Loyal
4e2e3688-ddfb-4d86-b275-63ed6a0f95dc,186,12,11266.12,1,4,4,144,At Risk
4e2f9031-3700-4fc3-bb4b-2f01d50fceef,22,17,16586.73,4,4,4,444,High Value / Loyal
4e355e61-962c-47d0-be39-928d311884e7,27,1,449.07,4,1,1,411,New / Promising
4e3d7088-34ca-4c4c-954b-62ab22ff6b8c,33,1,735.24,4,1,1,411,New / Promising
4e490ca0-4cfc-4448-b45b-c8f40e48ff42,114,3,1949.24,2,1,1,211,Low Engagement
4e4a3b78-56eb-462f-b68d-ce34d04db17a,15,2,1081.98,4,1,1,411,New / Promising
4e4c60aa-e9e0-43ac-8019-e6a15a1a9297,70,13,11157.35,3,4,4,344,High Value / Loyal
4e6095f6-c8a5-43ee-ae05-d008d6ace026,11,7,8613.51,4,3,4,434,High Value / Loyal
4e8f3c31-89c5-48b0-a72b-3bb0e3fdada1,134,5,3513.34,2,2,2,222,Low Engagement
4e98a8cd-e751-4ca1-8602-2258270b0761,139,2,549.86,2,1,1,211,Low Engagement
4eb019fd-9d05-4867-a7e8-42704ecc2ce7,581,2,1938.02,1,1,1,111,Low Engagement
4ebb409c-95d2-4a24-8b3f-a623a322dd5f,82,8,4584.38,3,3,3,333,High Value / Loyal
4ee5d856-5b47-461c-9356-104dc45ff2d9,42,12,7866.3,4,4,3,443,High Value / Loyal
4eec04e3-d9ff-4adb-b63a-fd69aee8024f,41,8,8008.02,4,3,4,434,High Value / Loyal
4ef33bc6-c148-4d06-9c79-7b5665d27432,149,1,568.5,2,1,1,211,Low Engagement
4f09a4ab-9f1c-4a4c-8bd8-96b2a9cbbbd1,18,5,2463.76,4,2,2,422,New / Promising
4f1744ae-cc29-4442-a209-b1895d08c1a2,221,11,5720.9,1,4,3,143,At Risk
4f17578d-c67e-4ca2-aa80-6a27f5ec2411,63,8,5260.52,3,3,3,333,High Value / Loyal
4f18963e-b454-49b4-93c6-c4eee5948858,529,1,216.85,1,1,1,111,Low Engagement
4f4615a3-0894-4b3c-80b7-e6563b31c2c1,195,12,10641.17,1,4,4,144,At Risk
4f496809-47e0-4a6b-a589-7201954efde0,63,6,6590.69,3,2,3,323,New / Promising
4f576e3d-c5d3-47fb-864c-3fd043f29a58,134,5,7257.13,2,2,3,223,Low Engagement
4f6af0c4-436c-4eb0-9ec2-e0a6ead4f992,70,4,4228.27,3,2,2,322,New / Promising
4f7a2289-5ed1-4800-ac2e-473705b84721,440,3,1882.66,1,1,1,111,Low Engagement
4f8130a3-7573-4b12-a4a9-5c2f5f948875,28,1,25.92,4,1,1,411,New / Promising
4f815bd2-02ef-4329-b267-d03c3d5369d4,58,7,3245.61,3,3,2,332,Low Engagement
4f90d47a-fae2-4775-8dbb-308733d74f63,30,12,5819.36,4,4,3,443,High Value / Loyal
4fbbecb5-61f6-4cd9-925d-94343b0e60be,143,13,11682.3,2,4,4,244,At Risk
4fc74226-e37c-4f2e-a692-9b0e0dada2c7,49,5,4638.14,4,2,3,423,New / Promising
4fca43c6-3424-4107-8d00-8b02b9a2fecc,742,2,934.7,1,1,1,111,Low Engagement
4fcda9af-0443-4584-9df3-119668ee3cd9,157,3,1822.64,2,1,1,211,Low Engagement
4fcfae21-081e-4fa9-8c28-55fbc4a93099,110,4,10053.37,2,2,4,224,Low Engagement
4ff32ebf-e219-453b-88b7-ab1ba691963b,163,5,1125.23,2,2,1,221,Low Engagement
50062a09-0845-4926-9fee-dab659e4f7e9,64,13,13723.31,3,4,4,344,High Value / Loyal
502780d0-2cc6-47f6-ba73-7763a8047367,98,9,4611.11,2,3,3,233,At Risk
50290e72-0e09-45e8-a132-d67d1bbede13,71,4,961.12,3,2,1,321,New / Promising
504344c2-cc55-40b0-804f-bb0c326eced3,19,14,16279.92,4,4,4,444,High Value / Loyal
505178c4-b072-4f80-8e92-2e42fc1dcb3b,203,2,219.39,1,1,1,111,Low Engagement
505e0a92-ff20-4514-af33-f43433cbdf2e,137,11,12454.07,2,4,4,244,At Risk
506993f9-b885-48bd-addf-e38aa53990b9,395,2,261.98,1,1,1,111,Low Engagement
50845a2a-b3e2-4bec-9c92-4fcff9127c5f,254,4,4262.23,1,2,2,122,Low Engagement
508b8a56-4b6e-4a40-b0f7-f740ca794917,0,1,504.6,4,1,1,411,New / Promising
5090be16-22fe-4a54-8d84-4d738cd7488a,6,1,1092.43,4,1,1,411,New / Promising
50b76a4b-d248-4d66-92af-da4159239d78,57,14,9363.81,3,4,4,344,High Value / Loyal
50bc3857-e0e2-4483-a1cb-649261784930,86,1,1591.79,3,1,1,311,New / Promising
50c0d623-a18e-4cac-b654-c6557bf90af4,4,2,1167.55,4,1,1,411,New / Promising
50c6e50f-7f77-4c91-88f6-89b6658693c8,45,7,4544.42,4,3,2,432,Low Engagement
50d771a5-8877-4315-bccd-1fde2f889c38,87,15,10600.57,3,4,4,344,High Value / Loyal
50e1f290-cb1d-4257-816c-9922639e04c9,15,3,2738.04,4,1,2,412,New / Promising
50e9b9da-5126-4fdd-a524-936539a21f1d,30,3,2928.91,4,1,2,412,New / Promising
50ea954b-9720-4db6-91ef-50f3d789304f,428,8,10175.3,1,3,4,134,At Risk
50fb2b5e-9560-4679-afe9-6416962a3352,194,5,3698.18,1,2,2,122,Low Engagement
50fd608c-09e0-44b3-a673-7e613e5cf803,8,6,2691.92,4,2,2,422,New / Promising
51422c67-5339-469f-a0c6-f3d628cb0b82,160,5,12811.13,2,2,4,224,Low Engagement
51a7aae4-1cda-4634-a1af-94b1f40d635a,60,5,2743.91,3,2,2,322,New / Promising
51b2f095-1d38-4886-abed-c3273f1edaac,267,10,10352.53,1,3,4,134,At Risk
51d64cd0-acbf-4d8f-ad46-6725a02dd152,83,7,6047.87,3,3,3,333,High Value / Loyal
51dcb4dd-dee4-4c58-b226-b8e96aab71ed,360,4,1376.47,1,2,1,121,Low Engagement
51e52785-d124-4d02-82a6-0f728bf905d0,53,6,4663.49,3,2,3,323,New / Promising
51e7043c-c528-4181-99de-62f5f3b3c2ad,25,15,17309.53,4,4,4,444,High Value / Loyal
51ea80cb-8620-4cdf-be0c-a92f16b40bfa,114,10,13379.67,2,3,4,234,At Risk
51f2b945-a907-41d1-8b65-507f6345a8bb,710,5,1768.8,1,2,1,121,Low Engagement
521087ea-468a-4c19-b5fd-df10d673503b,68,10,7258.02,3,3,3,333,High Value / Loyal
5217ca15-9ea8-4850-9740-6aca4fa17ae0,19,15,14041.53,4,4,4,444,High Value / Loyal
5233d1c2-83fa-4fc6-ab3c-7570432573f0,122,5,4260.78,2,2,2,222,Low Engagement
523bd9cf-44fc-458d-912c-83a7f678f1a7,46,3,2906.76,4,1,2,412,New / Promising
52483f4a-8369-42a7-9b6d-e440514576ec,34,4,1537.09,4,2,1,421,New / Promising
5249b6bd-15bc-4fd5-a43b-6eb4c80f67c2,449,15,7317.2,1,4,3,143,At Risk
524b5abd-65ec-4502-8804-fddccc11721a,17,9,6790.44,4,3,3,433,High Value / Loyal
524fc4c3-955c-4126-955f-1a077d4f520a,82,13,10892.12,3,4,4,344,High Value / Loyal
526def1d-8308-4150-9089-62b39a039bf9,200,3,471.54,1,1,1,111,Low Engagement
52808765-9bda-491b-9570-107b0d76ed13,220,7,2023.59,1,3,1,131,At Risk
528badae-7700-4bbd-b573-df539fb1dba2,185,5,3830.72,1,2,2,122,Low Engagement
529bcc8d-0530-4c27-8a5d-6b948e0934fe,815,4,1019.69,1,2,1,121,Low Engagement
529f1406-c7a7-47d4-b5d3-eaa28ed699b8,448,9,7652.76,1,3,3,133,At Risk
52ad5a51-4f2a-4bd5-bfbb-9bcca1892a68,93,5,4530.26,2,2,2,222,Low Engagement
52bedd8c-5342-4f67-8b12-a92574e659d2,101,4,2346.07,2,2,2,222,Low Engagement
52c686b3-de3a-4247-88c1-e1c6703124a2,326,8,7466.15,1,3,3,133,At Risk
52cdfba9-3def-4b9e-ab9d-d6f80ba86dfe,187,1,482.54,1,1,1,111,Low Engagement
52f92ec2-b7f3-45a1-a98f-f0343fae4055,180,11,5239.77,2,4,3,243,At Risk
53028554-1256-42c4-89ac-20eada75c706,7,8,7195.87,4,3,3,433,High Value / Loyal
53045790-5201-4900-9c47-2e79af3e92a2,10,12,9152.73,4,4,4,444,High Value / Loyal
53182df4-1874-45e5-bbb2-3b397df2e5d0,32,12,7123.62,4,4,3,443,High Value / Loyal
53280aa9-0dff-43b3-a17f-bff161f97110,40,7,7387.79,4,3,3,433,High Value / Loyal
532d8d46-2b82-44f2-84db-15e36f0abcbb,51,2,1320.45,3,1,1,311,New / Promising
5344bc1e-fc0a-4c44-857b-5bf19b56cf95,60,3,2335.09,3,1,2,312,New / Promising
5355c1de-b8a7-4d32-970c-cc7555317bf1,79,3,1860.81,3,1,1,311,New / Promising
53598d8c-3a01-47bb-abee-38f64a4e8d6d,88,5,2766.44,3,2,2,322,New / Promising
535a5b74-0713-42ed-a31a-704d11e8e07c,80,5,1730.98,3,2,1,321,New / Promising
5375a540-8789-4bab-a8dc-18b41dce7536,71,9,3146.6,3,3,2,332,Low Engagement
537e3354-2a60-488d-96fc-d09476192132,0,14,12289.85,4,4,4,444,High Value / Loyal
538687d3-a3d8-4e69-8b28-75c5ca35bb0d,436,4,3389.84,1,2,2,122,Low Engagement
538a19bf-28ae-4b47-8de1-c94e1395fa7f,308,14,23911.72,1,4,4,144,At Risk
53aa9791-2faa-432e-9a46-36f12b6d9111,9,3,823.28,4,1,1,411,New / Promising
53ab419d-51b8-43ff-bfff-16ed20f1ba17,106,1,206.24,2,1,1,211,Low Engagement
53c97098-db27-4817-9f31-cd597d0eec93,108,14,14400.15,2,4,4,244,At Risk
5406d3c0-fe99-468b-9758-4021abef96fb,230,3,1444.57,1,1,1,111,Low Engagement
5407c15c-a68c-4660-bf87-99ba9ab66fbb,399,5,1272.6,1,2,1,121,Low Engagement
540b00e6-055d-4e90-a6e7-9de0b2fcc88e,829,1,1100.34,1,1,1,111,Low Engagement
540e1bc2-3da2-45a1-aaed-6fd534479849,103,1,676.39,2,1,1,211,Low Engagement
54114873-53c4-4daf-9c70-1e2039f9bf97,27,5,3559.71,4,2,2,422,New / Promising
542020ab-e778-4e3a-af35-92c137acd52d,105,4,2968.96,2,2,2,222,Low Engagement
5423fb39-4ca4-4727-95fc-85576947c355,63,8,4114.15,3,3,2,332,Low Engagement
5426d8f8-b358-4ad0-9408-1e6e7c4cc8ad,14,1,119.34,4,1,1,411,New / Promising
544b2478-6e77-42bf-afa6-5b0800c0f552,110,6,6395.69,2,2,3,223,Low Engagement
545748db-1caf-44b3-a45e-3daa6f22bc84,380,6,4443.16,1,2,2,122,Low Engagement
5472e06b-e20a-4efc-bf64-ebfa6af1b309,56,7,4450.23,3,3,2,332,Low Engagement
547bcf83-eadb-4193-915a-aca53b81bb1d,106,9,8413.98,2,3,4,234,At Risk
548da502-5524-4ed0-b830-8cd13054b7d1,2,1,534.78,4,1,1,411,New / Promising
5490202e-08fd-4608-b767-2cbabebfff53,71,3,1309.39,3,1,1,311,New / Promising
54b34b95-7b8d-4b70-a8cc-4ba962d001cc,67,10,7569.9,3,3,3,333,High Value / Loyal
54e325e2-8499-44ee-a257-5d60d1f9863a,63,6,9978.04,3,2,4,324,New / Promising
550007a1-771f-40ec-b0c7-4b4b8473aa89,173,7,4238.25,2,3,2,232,At Risk
5502e40f-4c4d-48a2-9659-c8473b4c6184,9,10,7494.57,4,3,3,433,High Value / Loyal
550e18f6-0091-412e-8784-b61e5d92ccbc,548,3,1192.92,1,1,1,111,Low Engagement
550e98d8-b2c9-4682-adf0-9e098ecd70c9,45,13,28316.79,4,4,4,444,High Value / Loyal
55183ab7-a6ab-43d5-b5c8-3d5edd75ef03,252,4,4560.9,1,2,3,123,Low Engagement
5529aa28-68e7-46ef-81c6-b111789e659e,64,10,11470.53,3,3,4,334,High Value / Loyal
5529b0d0-63ed-4e82-a339-e0fbfb42b14e,220,4,3652.16,1,2,2,122,Low Engagement
552f2761-46aa-44ba-989d-7c063cf32501,18,15,12580.76,4,4,4,444,High Value / Loyal
55384d80-cb52-4eeb-b093-544d18e3fc5e,5,15,5919.22,4,4,3,443,High Value / Loyal
55459fff-368d-46df-be43-ca79ceb73069,102,11,8627.51,2,4,4,244,At Risk
5545f49c-a1da-4981-a89b-a51c3dd8a9b5,170,8,2190.18,2,3,2,232,At Risk
55464763-9c87-481b-8a35-f616c4fbd72d,53,4,3305.72,3,2,2,322,New / Promising
554e8e97-d79a-4151-b18e-24a3fa596940,3,6,4526.73,4,2,2,422,New / Promising
555a74d0-463f-45d6-80d6-92ae28c4fbf3,427,3,3160.58,1,1,2,112,Low Engagement
558144b2-d625-43dc-9f9e-433af292448b,26,12,14620.55,4,4,4,444,High Value / Loyal
55873c9a-43b9-463a-bf0a-66dc957a0b07,179,5,3396.93,2,2,2,222,Low Engagement
55950ced-71df-4efb-8496-fe09ce2f830e,96,1,103.74,2,1,1,211,Low Engagement
55b06859-2979-45fa-8098-5e880ff5fccd,63,10,7022.45,3,3,3,333,High Value / Loyal
55b26e41-adc7-4809-b8eb-a7992eaa2dcb,234,7,3038.88,1,3,2,132,At Risk
55b3b5df-6cef-451d-9bc3-be9c956fa952,2,7,9392.22,4,3,4,434,High Value / Loyal
55c12fe0-721d-4c9d-8684-cbc54ba3762b,20,7,5938.86,4,3,3,433,High Value / Loyal
55c5c37f-cb2b-4352-83fc-f7659efa93ac,36,15,14217.43,4,4,4,444,High Value / Loyal
55d5b43a-d394-4ca3-ab3d-935146b33d6c,128,7,4037.44,2,3,2,232,At Risk
55eb8ea7-f5d7-4a2e-b40c-8fd61ba4ee6b,57,2,1696.71,3,1,1,311,New / Promising
55f3b527-4d5a-47dc-8132-52ed3bf2cd19,148,11,11129.11,2,4,4,244,At Risk
55f55461-b3bc-48cb-866c-74f4eb91ea50,8,2,1456.41,4,1,1,411,New / Promising
55f9e91b-35ef-4728-a9b8-f7a198037f15,60,4,1962.92,3,2,1,321,New / Promising
5604e624-f2b4-4017-9b6c-cea1c7f3fde6,211,15,8604,1,4,4,144,At Risk
560899a2-89bb-491a-9b83-e572623f8044,159,1,1587.43,2,1,1,211,Low Engagement
56127b98-17c1-4078-abd0-0e492bf405a3,44,7,9406.58,4,3,4,434,High Value / Loyal
562da990-f28c-4524-ae32-6d1ce562b07a,19,7,2521.53,4,3,2,432,Low Engagement
56328c14-1c0c-4706-8591-8d2e87e739a5,153,4,1746.09,2,2,1,221,Low Engagement
56333894-8f05-41e8-963a-e8de07e697b6,239,2,3224.63,1,1,2,112,Low Engagement
5634f1e2-8892-41b4-87f0-2533a269bf74,147,12,13219.65,2,4,4,244,At Risk
5636181c-43cb-4965-b439-3b11eb211372,116,3,1236.16,2,1,1,211,Low Engagement
563d2159-225a-48ca-a1ce-7d4d9c143af8,43,8,11253.48,4,3,4,434,High Value / Loyal
565a34c8-7360-40d3-b48a-533769182bb1,78,2,1380.44,3,1,1,311,New / Promising
567d8603-f201-425e-98b2-1f78684ae5d6,24,2,2332.83,4,1,2,412,New / Promising
568cdfed-b845-4cd9-9369-6211e9b3856b,108,4,1750.73,2,2,1,221,Low Engagement
569dee0e-cf23-45e7-88a7-806eb2207d70,78,12,9430.59,3,4,4,344,High Value / Loyal
56a78316-af05-45a0-b97e-a3adfd32e687,61,6,6911.19,3,2,3,323,New / Promising
56a8605b-22c8-44d1-a5ea-5ce90a20a700,75,14,13065.2,3,4,4,344,High Value / Loyal
56e0d0e0-b654-4526-a0a1-fd41e6fed5d8,161,1,767.79,2,1,1,211,Low Engagement
57150dbf-8103-428d-80da-1ce663226fec,59,13,7123.75,3,4,3,343,High Value / Loyal
572de72d-07aa-4f6f-8b24-853c1f84ec40,8,10,9376.17,4,3,4,434,High Value / Loyal
5734955b-cba2-4fdb-b147-9cd2b3a217e8,309,12,8204.21,1,4,4,144,At Risk
57471a7e-5850-4c99-9f7f-430829dbce07,57,15,12802.27,3,4,4,344,High Value / Loyal
5749293c-4d61-4f0f-8bbd-4922059319f1,64,7,8007.46,3,3,4,334,High Value / Loyal
57497f6d-d29a-45f1-aac9-9763b6750f0b,54,4,2672.72,3,2,2,322,New / Promising
57602890-6dc5-4d4c-ba3c-1692a86f3a7a,110,8,12399.41,2,3,4,234,At Risk
57608c70-d5ec-4ac3-85b6-05268374d209,81,16,7702.45,3,4,3,343,High Value / Loyal
577e9db4-e9f1-4748-8c6e-50495dfe58dc,47,2,1331.39,4,1,1,411,New / Promising
5783d72d-2e03-428c-9c36-930aaca4e02f,220,5,3431.23,1,2,2,122,Low Engagement
57b83ecf-acac-4775-8983-2015ccdb8f64,226,11,7944.12,1,4,3,143,At Risk
57d6c7f4-736c-4d56-9f31-9fc4706fc336,7,2,1936.82,4,1,1,411,New / Promising
57e8914d-8861-4a64-9589-d6fb474bbb46,431,2,1918.87,1,1,1,111,Low Engagement
5818d391-a41c-413c-9089-71281e233a9d,234,4,4948.8,1,2,3,123,Low Engagement
581a3677-3758-4094-86df-ab34742a1c3a,243,2,1177.19,1,1,1,111,Low Engagement
581eafe1-e6b8-4cbf-af26-3a7f24b4a107,42,2,412.75,4,1,1,411,New / Promising
582b086b-19ae-4b3a-b527-6510e3cd8ec2,509,1,457.25,1,1,1,111,Low Engagement
583a8d67-c0d1-45a5-8c20-f207246d6422,367,7,8119.78,1,3,4,134,At Risk
